10/12/2024 09:45:54	SHS	7019	udāna	rises us	rises up	Typo	srhodes@snowcrest.net	Done
11/06/2024 15:17:16	MW	2717.1	atibodhisattva	Bodhi-sattva	Bodhisattva	"Typo – Please note that this is a suggested ""Global Print Change"", of course excluding the actual Headword ""bodhisattva"" itself, where of course the hyphen is useful to indicate the parsing."	srhodes@snowcrest.net	No change required.
11/07/2024 06:17:54	MW	2693	atiprasaṅga	Headword Listed Twice	"1) Eliminate One of the Repeated Headwords ; 2) Retain the ""circle-S"" symbol ; 3) Correct the Supplemental Definition to read: ""ati-pra-saṅga, m. (also) too much diffuseness, Veṇīs.; Rājat."""	Headword Listed Twice	srhodes@snowcrest.net	Not reproducible.
11/07/2024 10:02:23	MW	2915.1	atikṛti	Headword Listed Twice	"1) Eliminate One of the Repeated Headwords ; 2) Retain the ""circle-S"" symbol and Definitions. I checked both the Main Entry and the Supplement, and I did not find any difference of a printed accent."	Headword Listed Twice	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/07/2024 10:17:36	MW	2530	atamāviṣṭa	Possible Difference in Accent	"Please check the printing of the ""Revision"", there appears to be a possible difference in accent, but I am uncertain."	Possible Difference in Accent	srhodes@snowcrest.net	Pending. See https://github.com/sanskrit-lexicon/csl-orig/issues/1784
11/07/2024 10:43:20	MW	2419.4	aṇupriyaṅgu	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""aṇubhā [ID=2424]"" in the Hierarchical listing of words."	Placement Error	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/07/2024 10:55:00	MW	2445.1	aṇikāṣam	Indentation Error	"A good confirmation of this correction to remove the Indentation in the Hierarchy List is found in the Superior Referenced word ""anikāṣam ind. [ID=5751.1 sup]"" which itself is NOT indented."	Indentation Error	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/07/2024 11:12:24	MW	2234.1	ajñānabodhinī	Ātma-bodha	Ātmabodha	"Typo – Please note that this could be considered a Global ""print change"" (as we have done with other hyphenated words)."	srhodes@snowcrest.net	No change required.
11/07/2024 11:47:43	MW	2154.1	ajira	Supplemental Insertion – Missing Symbol	"Please add the ""circle-S"" Supplemental Insertion Symbol to the right side of this word in the Hierarchy List Display. Please note that we have caught another escapee (from Jim's automated correction)."	Supplemental Insertion – Missing Symbol	srhodes@snowcrest.net	Pending. See https://github.com/sanskrit-lexicon/csl-orig/issues/1783
11/07/2024 11:54:14	MW	2156	ajiraśocis	(ajira.)	(ajira-)	Typo	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/07/2024 13:38:46	MW	41380.1	kaṃsadhvaṃsana	(-jit)	(= -jit)	"Typo – Please note that this correction follows the printed text. However, due to the nature of the two symbols ""= -"", it may be better to mark this as a ""print change"", to read as follows: ""(= kaṃsajit)""."	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/08/2024 05:20:18	MW	1994	ajaloman	Headword Listed Twice	"I recommend eliminating the second instance of the word ""ajaloman"". There is no need to repeat this Headword Twice. Also, please include the ""circle-S"" Symbol to the right side of the FIRST instance of this Headword in the Hierarchy List Display."	Headword Listed Twice	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/08/2024 05:20:19	MW	1994	ajaloman	Headword Listed Twice	"I recommend eliminating the second instance of the word ""ajaloman"". There is no need to repeat this Headword Twice. Also, please include the ""circle-S"" Symbol to the right side of the FIRST instance of this Headword in the Hierarchy List Display."	Headword Listed Twice	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/08/2024 05:24:12	MW	1994	ajaloman	aja—loman, n.	aja—loman, m.	"Typo – a single ""letter"", but a BIG Typo! (kaching!)"	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/08/2024 05:52:15	MW	72374.1	acaramavayas	Supplement or Revision?	"It is probably OK, but since we are being thorough, it is worth a quick second look. It appears that in the annexure, ""detail"" has simply been added to the definition along with a possible ""broadening"" of the source reference beyond the scope of a ""limited"" section."	Supplement or Revision?	srhodes@snowcrest.net	No change required.
11/08/2024 10:27:10	MW	1771.1	acakravarta	see cakra-vṛtta	(for acakravṛtta) mfn. not turned on a potter's wheel, ĀpŚr. vi, 3, 7	"Typo – Please note that this is a suggested ""print change"" according to how I do things. I know that we have addressed this before, but I have forgotten how you will resolve this. Probably you leave things as they are, but for good measure this is my position: The supplemental definition given is simply a direction pointing within the Main Entry itself! Why bother with such circuitousness?! As you know, ""I prefer sākṣāt !""."	srhodes@snowcrest.net	No change required.
11/08/2024 10:35:36	MW	1765.1	aṅghrisaṃdhi	footjoint	foot-joint	Typo – Please note that this word occurs at a line break, however in all cases it should be hyphenated, yathāpramāṇam 'according to authority' – (By the way I have just 'coined' that word and added it to my own dictionary just prior to the word yathāprayogam).	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/08/2024 10:42:28	MW	1754	aṅghāri	Revision Recheck	This revision appears to add nothing new, but then I noticed that there may be a modification in the accent! However, I do not see any accent shown in MW online, even when I select 'Show Accents'.	Revision Recheck	srhodes@snowcrest.net	Done on 17 Feb 2025.  It was indeed a missed accent correction. Thanks
11/08/2024 10:55:49	MW	1715.51	aṅgulikā	Placement Error	"The supplemental insertion of this Headword should be placed just after the word ""aṅgulyādi [ID=1736]"" in the Hierarchical listing of words. The reason for this is because in the annexure itself, we find the word ""aṅgulikā"" placed AFTER all of the proper ""aṅguli-"" compounds. Therefore, in the Main Entry itself, this ordering must be respected and it is simply the way things are done yathāpramāṇam!"	Placement Error	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/08/2024 10:58:22	MW	1731.1	aṅgulīgranthi	finger-Joint	finger-joint	"Typo – Please note little ""j"", and not Big ""J""."	srhodes@snowcrest.net	Done on 17 Feb 2025.
11/08/2024 15:02:11	MW	1730	aṅgulisaṃdaṃśa	Revision Update	"Please note that the original definition MUST be 'crossed out', YET displayed in MW Dictionary online. I consider this Revision to be 'dangerous' and actually an error! As Andhrabharati has noted, ""Scott likes to check other dictionaries: Apte, Shabda etc."" I check other dictionaries because for my own dictionary I am integrating all information from all reliable sources. The word ""aṅgulisaṃdeśa"" which has been revised by Monier-Williams is spelled by Apte and Shabda as ""aṅgulisandeśa"". If we look up the word ""saṃdeśa or sandeśa"" and then ""integrate"" the meaning of the compound ""aṅgulisaṃdeśa"", we will find that this is a LEGITIMATE word in the Sanskrit Language and should NOT be cancelled! In fact I am shocked at the audacity of Monier-Williams! I have heard it said that in the Sanskrit Language there exist Two Million manuscripts that predate the printing press, whereas in the Greek Language the number is a mere twenty thousand. I would like to meet someone who has read all two million manuscripts! Therefore, speaking metaphorically, I take the entire Sanskrit Language as ""ākṛtigaṇa"" and I do not ""close the door"" on any possible (and legitimate) word. In fact the masters of language are allowed to 'coin' words (even at times in violation of the rules of grammar). All this being said, for my own dictionary I include both words ""aṅgulisaṃdaṃśa"" AND ""aṅgulisandeśa or aṅgulisaṁdeśa"" with a slight variation in meaning according to the ""uttarapada"" (in each case)."	Revision Update	srhodes@snowcrest.net	
11/09/2024 04:27:57	MW	216845	śiñj	[Cf. collateral √siñj.]	"I do not find the root ""√siñj"" to be anywhere other than here, in this singular citation. I am uncertain if this is a problem? Please comment."	Typo or Intentional?	srhodes@snowcrest.net	
11/09/2024 05:57:25	MW	1641.1	aṅgārajīvikā	ch°-b°	charcoal-burning	"Typo – Please note that this supplemental insertion has lost its direct reference to the preceding supplementary word ""ākhaṇḍalakakubh"" due to three intervening words in the Main Entry. Hence I recommend this ""print change"" for immediate and clear understanding of the definition."	srhodes@snowcrest.net	
11/09/2024 06:25:41	MW	1546.1	aṅgadin	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""aṅgin [ID=1612]"" in the Hierarchical listing of words. The reason for this is because in the annexure itself, we find the word ""aṅgadīya"" placed AFTER all of the proper ""aṅga-"" compounds. Therefore, in the Main Entry itself, this ordering must be respected and it is simply the way things are done yathāpramāṇam!"	Placement Error	srhodes@snowcrest.net	
11/09/2024 06:26:35	MW	1546.2	aṅgadīya	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""aṅgin [ID=1612]"" in the Hierarchical listing of words. The reason for this is because in the annexure itself, we find the word ""aṅgadīya"" placed AFTER all of the proper ""aṅga-"" compounds. Therefore, in the Main Entry itself, this ordering must be respected and it is simply the way things are done yathāpramāṇam!"	Placement Error	srhodes@snowcrest.net	
11/09/2024 09:31:36	MW	1523.1	aṅgakriyā	Supplemental Insertion – Missing Symbol	"Please add the ""circle-S"" Supplemental Insertion Symbol to the right side of this word in the Hierarchy List Display. Please note that we have caught another escapee (from Jim's automated correction)."	Supplemental Insertion – Missing Symbol	srhodes@snowcrest.net	
11/09/2024 10:01:16	MW	1469	aṅkura	No Revision!	"Please note that technically  speaking this is NOT a revision. Also, as you can see in the Display Window there is no Revision being indicated. What we find in the Annexure is the following Supplementary Additions: “1. Aṅkura (in comp.)”; then of course the proper following compounds; “2. Aṅkura” which itself has been correctly added to the Main Entry. What is to be done here? LB —I propose that ""1. Aṅkura"" be marked as a ""print change"" and left exactly as it is, of course with the deletion of the ""circle-R"" Symbol. LB ——This also touches on another point raised recently by Andhrabharati regarding “compound” headings in the annexure. This is my view on the matter:  In cases like ""aṅkura"", since the Headword already exists in the Main Entry, there is no need to add the additional “aṅkura” from the annexure that precedes the Supplemental compounds, because this will be obious from the proper placement after the existing Headword “Aṅkura” in the Main Entry. In such cases, the “Aṅkura’” heading in the annexure is ONLY serving the purpose of indicating the “pūrvapada” for the following supplementary compounds, but this is already obvious in the Main Entry by the very fact of the Existing Headword “Aṅkura”. I suggest that we ONLY add the “pūvapada” Compound Headword from the annexure into the Main Entry in cases where it simply does not already exist, which of course is less common, but then such a Supplementary Insertion into the Main Entry will be required to make clear the “pūrvapada” Compound Headword and following compounds which will all be inserted from the annexure into the Main Entry and marked accordingly."	No Revision!	srhodes@snowcrest.net	
11/09/2024 10:31:41	MW	1427.05	aṅka	Supplement Window Display Adjustment	"I consider this to be a SINGLE supplement which should NOT be split into two parts. The ""opening statement"" is: ""a kind of regnal year (used in Orissa and usually spoken of as Onko year""; Then the explanation follows (without any break in the annexure): "" LB the peculiarity of it is etc."" [ID=1427.1 sup]. I would treat this as a SINGLE Supplementary entry; However, if you prefer to split this into two parts, perhaps an adjustment could be made in the Window Display so that the two parts appear more cohesive (to match the annexure itself)."	Supplement Window Display Adjustment	srhodes@snowcrest.net	
11/09/2024 10:49:46	MW	1381.1	aghaṭitaghaṭita	Indentation Needed?	"This Supplemental Word may deserve to be indented as it bears Etymological relation to the preceding Headword in the Main Entry: ""aghaṭamāna [ID=1381]""."	Indentation Needed?	srhodes@snowcrest.net	
11/09/2024 12:32:15	MW	204309	vṛj	avṛjan Pot.	avṛjan, Pot.	Typo	srhodes@snowcrest.net	
11/09/2024 12:34:46	MW	204309	vṛj	avajiṣṭa Gr.	avarjiṣṭa Gr.	Typo – Scott finds small needle in large haystack (kaching!)	srhodes@snowcrest.net	
11/09/2024 12:48:47	MW	204309	vṛj	(Dhātup. xxiv, 7	(Dhātup. xxxiv, 7	Typo – Please note that this correction follows the printed text. I did not do any further verification. The link may need to be updated as well. Scott finds small needle in large haystack (kaching!)	srhodes@snowcrest.net	
11/09/2024 13:12:08	MW	187232	varjana	excluding avoiding	excluding, avoiding	Typo	srhodes@snowcrest.net	
